"Year","Reapplication status","Age group","Gender","Domicile","Applicants"
"2019","First time applicant","20","All","England","380"
"2020","First time applicant","20","All","England","400"
"2021","First time applicant","20","All","England","430"
"2022","First time applicant","20","All","England","480"
"2023","First time applicant","20","All","England","450"
"2024","First time applicant","20","All","England","470"
"2025","First time applicant","20","All","England","430"
"2026","First time applicant","20","All","England","460"
"2017","Reapplier","20","All","England","180"
"2018","Reapplier","20","All","England","220"
"2019","Reapplier","20","All","England","280"
"2020","Reapplier","20","All","England","320"
"2021","Reapplier","20","All","England","480"
"2022","Reapplier","20","All","England","590"
"2023","Reapplier","20","All","England","510"
"2024","Reapplier","20","All","England","410"
"2025","Reapplier","20","All","England","430"
"2026","Reapplier","20","All","England","490"
"2017","First time applicant","21 - 24","All","England","2630"
"2018","First time applicant","21 - 24","All","England","2790"
"2019","First time applicant","21 - 24","All","England","2800"
"2020","First time applicant","21 - 24","All","England","2830"
"2021","First time applicant","21 - 24","All","England","3540"
"2022","First time applicant","21 - 24","All","England","3170"
"2023","First time applicant","21 - 24","All","England","2520"
"2024","First time applicant","21 - 24","All","England","2330"
"2025","First time applicant","21 - 24","All","England","2560"
"2026","First time applicant","21 - 24","All","England","2960"
"2017","Reapplier","21 - 24","All","England","790"
"2018","Reapplier","21 - 24","All","England","750"
"2019","Reapplier","21 - 24","All","England","780"
"2020","Reapplier","21 - 24","All","England","760"
"2021","Reapplier","21 - 24","All","England","940"
"2022","Reapplier","21 - 24","All","England","1220"
"2023","Reapplier","21 - 24","All","England","1090"
"2024","Reapplier","21 - 24","All","England","820"
"2025","Reapplier","21 - 24","All","England","740"
"2026","Reapplier","21 - 24","All","England","740"
"2017","First time applicant","25 - 29","All","England","780"
"2018","First time applicant","25 - 29","All","England","880"
"2019","First time applicant","25 - 29","All","England","890"
"2020","First time applicant","25 - 29","All","England","880"
"2021","First time applicant","25 - 29","All","England","1230"
"2022","First time applicant","25 - 29","All","England","960"
"2023","First time applicant","25 - 29","All","England","750"
"2024","First time applicant","25 - 29","All","England","760"
"2025","First time applicant","25 - 29","All","England","790"
"2026","First time applicant","25 - 29","All","England","940"
"2017","Reapplier","25 - 29","All","England","430"
"2018","Reapplier","25 - 29","All","England","350"
"2019","Reapplier","25 - 29","All","England","400"
"2020","Reapplier","25 - 29","All","England","390"
"2021","Reapplier","25 - 29","All","England","430"
"2022","Reapplier","25 - 29","All","England","510"
"2023","Reapplier","25 - 29","All","England","480"
"2024","Reapplier","25 - 29","All","England","370"
"2025","Reapplier","25 - 29","All","England","330"
"2026","Reapplier","25 - 29","All","England","300"
"2017","First time applicant","30 - 34","All","England","200"
"2018","First time applicant","30 - 34","All","England","220"
"2019","First time applicant","30 - 34","All","England","260"
"2020","First time applicant","30 - 34","All","England","260"
"2021","First time applicant","30 - 34","All","England","330"
"2022","First time applicant","30 - 34","All","England","300"
"2023","First time applicant","30 - 34","All","England","240"
"2024","First time applicant","30 - 34","All","England","250"
"2025","First time applicant","30 - 34","All","England","260"
"2026","First time applicant","30 - 34","All","England","320"
"2017","Reapplier","30 - 34","All","England","90"
"2018","Reapplier","30 - 34","All","England","90"
"2019","Reapplier","30 - 34","All","England","90"
"2020","Reapplier","30 - 34","All","England","80"
"2021","Reapplier","30 - 34","All","England","120"
"2022","Reapplier","30 - 34","All","England","160"
"2023","Reapplier","30 - 34","All","England","120"
"2024","Reapplier","30 - 34","All","England","100"
"2025","Reapplier","30 - 34","All","England","80"
"2026","Reapplier","30 - 34","All","England","90"
"2017","First time applicant","35 and over","All","England","200"
"2018","First time applicant","35 and over","All","England","220"
"2019","First time applicant","35 and over","All","England","240"
"2020","First time applicant","35 and over","All","England","210"
"2021","First time applicant","35 and over","All","England","290"
"2022","First time applicant","35 and over","All","England","230"
"2023","First time applicant","35 and over","All","England","220"
"2024","First time applicant","35 and over","All","England","270"
"2025","First time applicant","35 and over","All","England","230"
"2026","First time applicant","35 and over","All","England","300"
"2017","Reapplier","35 and over","All","England","70"
"2018","Reapplier","35 and over","All","England","80"
"2019","Reapplier","35 and over","All","England","80"
"2020","Reapplier","35 and over","All","England","90"
"2021","Reapplier","35 and over","All","England","90"
"2022","Reapplier","35 and over","All","England","120"
"2023","Reapplier","35 and over","All","England","90"
"2024","Reapplier","35 and over","All","England","90"
"2025","Reapplier","35 and over","All","England","100"
"2026","Reapplier","35 and over","All","England","100"
"2017","First time applicant","17 and under","All","Scotland","20"
"2018","First time applicant","17 and under","All","Scotland","10"
"2019","First time applicant","17 and under","All","Scotland","20"
"2020","First time applicant","17 and under","All","Scotland","10"
"2021","First time applicant","17 and under","All","Scotland","20"
"2022","First time applicant","17 and under","All","Scotland","20"
"2023","First time applicant","17 and under","All","Scotland","10"
"2024","First time applicant","17 and under","All","Scotland","10"
"2025","First time applicant","17 and under","All","Scotland","10"
"2026","First time applicant","17 and under","All","Scotland","10"
"2017","First time applicant","18","All","Scotland","1190"
"2018","First time applicant","18","All","Scotland","1190"
"2019","First time applicant","18","All","Scotland","1110"
"2020","First time applicant","18","All","Scotland","1230"
"2021","First time applicant","18","All","Scotland","1450"
"2022","First time applicant","18","All","Scotland","1510"
"2023","First time applicant","18","All","Scotland","1370"
"2024","First time applicant","18","All","Scotland","1290"
"2025","First time applicant","18","All","Scotland","1400"
"2026","First time applicant","18","All","Scotland","1480"
"2017","Reapplier","18","All","Scotland","10"
"2018","Reapplier","18","All","Scotland","10"
"2019","Reapplier","18","All","Scotland","10"
"2020","Reapplier","18","All","Scotland","10"
"2021","Reapplier","18","All","Scotland","20"
"2022","Reapplier","18","All","Scotland","10"
"2023","Reapplier","18","All","Scotland","10"
"2024","Reapplier","18","All","Scotland","10"
"2025","Reapplier","18","All","Scotland","10"
"2026","Reapplier","18","All","Scotland","10"
"2017","First time applicant","19","All","Scotland","200"
"2018","First time applicant","19","All","Scotland","220"
"2019","First time applicant","19","All","Scotland","220"
"2020","First time applicant","19","All","Scotland","220"
"2021","First time applicant","19","All","Scotland","240"
"2022","First time applicant","19","All","Scotland","250"
"2023","First time applicant","19","All","Scotland","210"
"2024","First time applicant","19","All","Scotland","200"
"2025","First time applicant","19","All","Scotland","220"
"2026","First time applicant","19","All","Scotland","240"
"2017","Reapplier","19","All","Scotland","140"
"2018","Reapplier","19","All","Scotland","130"
"2019","Reapplier","19","All","Scotland","120"
"2020","Reapplier","19","All","Scotland","90"
"2021","Reapplier","19","All","Scotland","160"
"2022","Reapplier","19","All","Scotland","170"
"2023","Reapplier","19","All","Scotland","150"
"2024","Reapplier","19","All","Scotland","100"
"2025","Reapplier","19","All","Scotland","70"
"2026","Reapplier","19","All","Scotland","90"
"2017","First time applicant","20","All","Scotland","20"
"2018","First time applicant","20","All","Scotland","20"
"2019","First time applicant","20","All","Scotland","20"
"2020","First time applicant","20","All","Scotland","20"
"2021","First time applicant","20","All","Scotland","30"
"2022","First time applicant","20","All","Scotland","20"
"2023","First time applicant","20","All","Scotland","30"
"2024","First time applicant","20","All","Scotland","30"
"2025","First time applicant","20","All","Scotland","30"
"2026","First time applicant","20","All","Scotland","40"
"2017","Reapplier","20","All","Scotland","20"
"2018","Reapplier","20","All","Scotland","20"
"2019","Reapplier","20","All","Scotland","30"
"2020","Reapplier","20","All","Scotland","30"
"2021","Reapplier","20","All","Scotland","30"
"2022","Reapplier","20","All","Scotland","50"
"2023","Reapplier","20","All","Scotland","40"
"2024","Reapplier","20","All","Scotland","30"
"2025","Reapplier","20","All","Scotland","30"
"2026","Reapplier","20","All","Scotland","30"
"2017","First time applicant","21 - 24","All","Scotland","160"
"2018","First time applicant","21 - 24","All","Scotland","200"
"2019","First time applicant","21 - 24","All","Scotland","210"
"2020","First time applicant","21 - 24","All","Scotland","220"
"2021","First time applicant","21 - 24","All","Scotland","250"
"2022","First time applicant","21 - 24","All","Scotland","240"
"2023","First time applicant","21 - 24","All","Scotland","180"
"2024","First time applicant","21 - 24","All","Scotland","170"
"2025","First time applicant","21 - 24","All","Scotland","190"
"2026","First time applicant","21 - 24","All","Scotland","170"
"2017","Reapplier","21 - 24","All","Scotland","40"
"2018","Reapplier","21 - 24","All","Scotland","30"
"2019","Reapplier","21 - 24","All","Scotland","60"
"2020","Reapplier","21 - 24","All","Scotland","40"
"2021","Reapplier","21 - 24","All","Scotland","50"
"2022","Reapplier","21 - 24","All","Scotland","60"
"2023","Reapplier","21 - 24","All","Scotland","50"
"2024","Reapplier","21 - 24","All","Scotland","30"
"2025","Reapplier","21 - 24","All","Scotland","30"
"2026","Reapplier","21 - 24","All","Scotland","30"
"2017","First time applicant","25 - 29","All","Scotland","70"
"2018","First time applicant","25 - 29","All","Scotland","70"
"2019","First time applicant","25 - 29","All","Scotland","90"
"2020","First time applicant","25 - 29","All","Scotland","100"
"2021","First time applicant","25 - 29","All","Scotland","140"
"2022","First time applicant","25 - 29","All","Scotland","90"
"2023","First time applicant","25 - 29","All","Scotland","60"
"2024","First time applicant","25 - 29","All","Scotland","100"
"2025","First time applicant","25 - 29","All","Scotland","90"
"2026","First time applicant","25 - 29","All","Scotland","80"
"2017","Reapplier","25 - 29","All","Scotland","30"
"2018","Reapplier","25 - 29","All","Scotland","30"
"2019","Reapplier","25 - 29","All","Scotland","40"
"2020","Reapplier","25 - 29","All","Scotland","30"
"2021","Reapplier","25 - 29","All","Scotland","30"
"2022","Reapplier","25 - 29","All","Scotland","50"
"2023","Reapplier","25 - 29","All","Scotland","30"
"2024","Reapplier","25 - 29","All","Scotland","20"
"2025","Reapplier","25 - 29","All","Scotland","20"
"2026","Reapplier","25 - 29","All","Scotland","30"
"2017","First time applicant","30 - 34","All","Scotland","30"
"2018","First time applicant","30 - 34","All","Scotland","30"
"2019","First time applicant","30 - 34","All","Scotland","30"
"2020","First time applicant","30 - 34","All","Scotland","30"
"2021","First time applicant","30 - 34","All","Scotland","40"
